Участники гражданского оборота,Тип операции,Сумма операции,Вид расчета,Место оплаты,Терминал оплаты,Дата оплаты,Время оплаты,Результат операции,Cash-back,Сумма cash-back
физ. лицо,получение средств,4932.95,безналичный,Брест,Приорбанк-NSZR-257,02-08-2007,08:41:30,успешно,нет,0.0
физ. лицо,списание средств,1548.39,наличный,Брест,Беларусбанк-FQDU-682,06-07-2020,09:04:00,успешно,нет,0.0
юр. лицо,списание средств,4410.71,наличный,Брест,Беларусбанк-PQLH-784,30-11-2009,03:43:59,недостаточно средств,нет,0.0
физ. лицо,получение средств,1468.16,наличный,Гомель,Приорбанк-XTIP-044,24-09-2020,09:05:31,успешно,нет,0.0
юр. лицо,получение средств,4684.15,безналичный,Гомель,МаксБанк-CRPZ-255,03-07-2021,12:23:20,успешно,нет,0.0
физ. лицо,получение средств,2225.22,наличный,Гомель,Беларусбанк-LEWE-148,21-05-2016,11:57:07,успешно,нет,0.0
физ. лицо,получение средств,2090.66,безналичный,Гомель,Приорбанк-RTKO-259,13-05-2022,09:00:44,успешно,нет,0.0
физ. лицо,получение средств,2531.93,безналичный,Гродно,БелАгропромбанк-TUVW-834,14-10-2013,12:54:04,успешно,нет,0.0
физ. лицо,получение средств,4587.89,безналичный,Гродно,МаксБанк-HRUF-904,30-03-2017,07:52:39,успешно,нет,0.0
юр. лицо,списание средств,3285.15,безналичный,Гомель,Приорбанк-KYAS-804,06-04-2003,02:38:08,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,1037.46,наличный,Витебск,Приорбанк-NIVX-492,12-11-2002,00:16:31,успешно,нет,0.0
физ. лицо,получение средств,4853.23,безналичный,Гомель,Приорбанк-ZROQ-601,08-12-2003,21:02:12,успешно,нет,0.0
юр. лицо,списание средств,2292.68,наличный,Гродно,БелАгропромбанк-UEJQ-919,18-11-2021,19:54:20,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,2781.52,наличный,Брест,Приорбанк-VMAS-929,17-04-2000,14:05:02,недостаточно средств,да,196.03
юр. лицо,списание средств,1549.79,безналичный,Брест,МаксБанк-WUEV-949,14-08-2018,11:15:57,недостаточно средств,нет,0.0
юр. лицо,получение средств,509.8,наличный,Могилев,Беларусбанк-UQZT-130,11-08-2023,08:34:48,успешно,нет,0.0
юр. лицо,получение средств,4212.6,безналичный,Гомель,БелАгропромбанк-DVLJ-102,11-01-2022,00:02:28,успешно,нет,0.0
физ. лицо,получение средств,693.13,безналичный,Гродно,Беларусбанк-SAXA-856,31-07-2000,08:04:17,успешно,нет,0.0
юр. лицо,получение средств,3429.46,безналичный,Гродно,МаксБанк-ENNU-547,27-06-2020,07:43:17,успешно,нет,0.0
юр. лицо,списание средств,3529.39,безналичный,Гродно,Приорбанк-YLYR-044,30-04-2020,18:49:54,успешно,нет,0.0
юр. лицо,списание средств,4755.55,безналичный,Могилев,Белинвестбанк-RWHQ-103,17-02-2000,05:52:37,неправильный ввод пин-кода,да,174.72
физ. лицо,получение средств,4262.31,безналичный,Витебск,МаксБанк-DOVE-730,15-09-2012,20:06:15,успешно,нет,0.0
юр. лицо,получение средств,710.0,наличный,Витебск,Приорбанк-HMVO-372,30-03-2020,05:56:01,успешно,нет,0.0
физ. лицо,списание средств,562.38,безналичный,Гродно,Приорбанк-CABD-624,06-04-2010,11:30:41,неправильный ввод пин-кода,да,14.3
физ. лицо,получение средств,2327.66,наличный,Минск,Беларусбанк-IXBS-007,19-02-2004,04:24:13,успешно,нет,0.0
физ. лицо,списание средств,1947.7,наличный,Витебск,Приорбанк-EELX-304,04-11-2014,19:27:21,недостаточно средств,да,133.11
физ. лицо,получение средств,4671.29,безналичный,Гомель,Приорбанк-THDZ-451,19-08-2001,05:08:23,успешно,нет,0.0
юр. лицо,получение средств,3134.55,наличный,Брест,Приорбанк-GLDG-915,23-02-2003,21:58:44,успешно,нет,0.0
юр. лицо,списание средств,4535.17,безналичный,Витебск,Белинвестбанк-ZSYO-454,10-08-2011,04:01:05,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,1809.57,безналичный,Витебск,МаксБанк-FESG-199,18-11-2023,11:07:51,недостаточно средств,нет,0.0
юр. лицо,получение средств,1322.58,наличный,Гродно,Белинвестбанк-FXSW-510,17-07-2007,07:41:11,успешно,нет,0.0
физ. лицо,получение средств,1203.97,наличный,Гродно,Беларусбанк-OJAS-901,03-09-2001,03:59:08,успешно,нет,0.0
юр. лицо,списание средств,2654.21,безналичный,Минск,Приорбанк-FLDE-448,14-09-2020,04:03:20,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,4983.25,безналичный,Витебск,МаксБанк-MJWL-049,19-09-2001,15:34:37,успешно,нет,0.0
физ. лицо,списание средств,2870.15,безналичный,Гродно,МаксБанк-ZKNP-896,21-09-2012,12:37:13,недостаточно средств,да,147.07
физ. лицо,получение средств,3945.25,безналичный,Брест,Приорбанк-FBYQ-807,25-08-2000,19:06:41,успешно,нет,0.0
юр. лицо,списание средств,972.81,наличный,Брест,Белинвестбанк-JESX-478,14-09-2021,20:04:59,недостаточно средств,нет,0.0
юр. лицо,получение средств,2699.02,безналичный,Гомель,Белинвестбанк-XZWE-219,22-08-2014,14:19:08,успешно,нет,0.0
физ. лицо,получение средств,3641.41,наличный,Могилев,Беларусбанк-ZSCQ-769,20-02-2018,12:04:32,успешно,нет,0.0
физ. лицо,получение средств,2707.44,наличный,Брест,БелАгропромбанк-EDKA-719,24-11-2007,03:52:18,успешно,нет,0.0
физ. лицо,списание средств,1903.14,безналичный,Витебск,Беларусбанк-UCFK-954,03-11-2002,01:40:22,недостаточно средств,нет,0.0
юр. лицо,списание средств,805.66,безналичный,Брест,БелАгропромбанк-BGLG-710,19-11-2012,21:56:07,недостаточно средств,да,80.32
юр. лицо,списание средств,901.63,безналичный,Минск,Приорбанк-UEIE-512,11-10-2019,17:41:35,неправильный ввод пин-кода,да,23.84
юр. лицо,списание средств,2368.17,безналичный,Могилев,МаксБанк-BVVN-611,21-04-2015,01:49:41,успешно,да,172.88
юр. лицо,списание средств,3969.02,наличный,Минск,Приорбанк-DSDP-768,18-05-2024,23:43:52,недостаточно средств,нет,0.0
